Title...
 40 10 SUPNO 7 7 4 j1    j2   j3   j4    j5     j6      j7    j8  j9    j10
 i1 23.293173  7.228916  8.835341  6.024096 14.85944 1.204819 10.441767  8.835341  8.433735 10.84337
 i2 11.600000 11.600000 11.200000  8.800000 13.20000 5.200000 11.600000  8.800000  8.800000  9.20000
 i3 10.000000 13.200000 10.800000 12.800000 14.40000 2.000000 12.800000  5.600000 10.800000  7.60000
 i4  8.000000  9.200000  9.200000 12.000000 15.60000 4.800000 12.000000 10.400000  9.600000  9.20000
 i5  7.500000  9.500000  9.750000 11.000000 22.25000 5.250000  7.500000 10.250000  9.000000  8.00000
 i6  5.050505  8.080808  9.090909 10.101010 20.20202 6.060606  9.090909 16.161616  4.040404 12.12121
 i7  4.800000  9.600000 12.400000 11.600000 21.60000 2.400000 10.400000  9.200000 10.400000  7.60000
 i8  8.400000  7.200000  8.400000 12.400000 13.20000 7.200000  8.400000 10.800000 11.600000 12.40000
 i9  8.400000 12.000000  8.400000  6.800000 15.60000 2.000000 10.000000 13.600000  9.600000 13.60000
i10 11.200000 11.600000 11.600000  8.000000  8.00000 4.000000  8.800000 10.000000 14.800000 12.00000
 k1 17.670683 13.654618  9.236948  7.228916 12.04819 3.212851 10.441767 10.843373  8.032129  7.630522
 k2 12.400000  9.200000 11.600000 10.000000 12.00000 4.000000 11.600000 10.800000 10.400000  8.000000
 k3 12.000000 11.600000 11.600000  9.200000 18.40000 3.600000 12.000000  6.800000  6.400000  8.400000
 k4 10.000000 10.800000 12.000000  9.600000 16.40000 3.200000 10.800000  7.200000  6.800000 13.200000
 k5  8.780488  6.585366 11.463415 10.975610 21.70732 4.634146 10.243902  8.536585  9.268293  7.804878
 k6  3.370787 11.235955 10.112360 15.730337 19.10112 3.370787  5.617978  7.865169 11.235955 12.359551
 k7  7.600000 11.600000  7.200000  9.600000 16.40000 4.400000  9.600000 12.400000 12.400000  8.800000
 k8  9.600000  7.600000  9.200000  9.600000 20.00000 3.600000  9.600000 10.800000  9.600000 10.400000
 k9  5.600000 10.000000  8.800000 13.200000 12.80000 3.200000  9.600000 14.000000 14.000000  8.800000
k10  9.600000 10.400000  8.000000  8.000000 13.60000 1.600000  7.600000 10.400000 13.200000 17.600000
 m1 20.408163 10.204082  6.122449 14.285714 12.24490 4.081633  4.081633  4.081633 10.204082 14.285714
 m2 10.000000 20.000000 16.000000  8.000000  6.00000 2.000000 12.000000  8.000000  6.000000 12.000000
 m3  8.000000 18.000000  8.000000 12.000000 14.00000 2.000000 14.000000  6.000000 10.000000  8.000000
 m4 14.000000  8.000000 12.000000  4.000000 14.00000 4.000000 16.000000 10.000000 10.000000  8.000000
 m5  6.578947  5.263158  7.894737  7.894737 23.68421 3.947368 14.473684 13.157895  7.894737  9.210526
 m6 13.043478  4.347826  4.347826  8.695652 39.13043 0.000000  0.000000  8.695652  8.695652 13.043478
 m7  6.000000  2.000000 10.000000 18.000000 18.00000 8.000000  4.000000  8.000000 16.000000 10.000000
 m8 12.000000  6.000000 10.000000  8.000000 12.00000 6.000000 14.000000 14.000000 10.000000  8.000000
 m9  2.000000 10.000000 14.000000 16.000000 12.00000 6.000000  4.000000 18.000000 10.000000  8.000000
 m10 12.000000 14.000000 10.000000  4.000000 10.00000 8.000000 10.000000  8.000000 12.000000 12.000000
 n1 15.151515  6.060606  9.090909  6.060606 12.121212 3.030303  7.575758 15.151515 16.666667  9.090909
 n2 15.151515 15.151515  7.575758 10.606061 13.636364 3.030303 10.606061 12.121212  4.545455  7.575758
 n3  6.153846 10.769231  7.692308 12.307692 13.846154 4.615385 12.307692 13.846154 10.769231  7.692308
 n4  6.060606 12.121212 10.606061  6.060606 24.242424 4.545455 13.636364  7.575758  9.090909  6.060606
 n5 10.280374 10.280374 11.214953  7.476636 24.299065 4.672897 10.280374  6.542056  7.476636  7.476636
 n6  4.166667  4.166667 16.666667 20.833333 12.500000 4.166667 12.500000  4.166667  8.333333 12.500000
 n7 12.121212  9.090909 13.636364 12.121212 13.636364 1.515152 15.151515  6.060606  7.575758  9.090909
 n8 12.121212  4.545455  7.575758  7.575758 15.151515 7.575758  7.575758 15.151515 13.636364  9.090909
 n9  4.545455 10.606061  9.090909 15.151515 18.181818 1.515152  6.060606 12.121212  6.060606 16.666667
n10 10.606061 13.636364 10.606061 10.606061  6.060606 1.515152  6.060606  6.060606 16.666667 18.181818

