Title...
 20 10 SUPNO 7 4  j1    j2   j3   j4    j5     j6      j7    j8  j9    j10
 i1 23.293173  7.228916  8.835341  6.024096 14.85944 1.204819 10.441767  8.835341  8.433735 10.84337
 i2 11.600000 11.600000 11.200000  8.800000 13.20000 5.200000 11.600000  8.800000  8.800000  9.20000
 i3 10.000000 13.200000 10.800000 12.800000 14.40000 2.000000 12.800000  5.600000 10.800000  7.60000
 i4  8.000000  9.200000  9.200000 12.000000 15.60000 4.800000 12.000000 10.400000  9.600000  9.20000
 i5  7.500000  9.500000  9.750000 11.000000 22.25000 5.250000  7.500000 10.250000  9.000000  8.00000
 i6  5.050505  8.080808  9.090909 10.101010 20.20202 6.060606  9.090909 16.161616  4.040404 12.12121
 i7  4.800000  9.600000 12.400000 11.600000 21.60000 2.400000 10.400000  9.200000 10.400000  7.60000
 i8  8.400000  7.200000  8.400000 12.400000 13.20000 7.200000  8.400000 10.800000 11.600000 12.40000
 i9  8.400000 12.000000  8.400000  6.800000 15.60000 2.000000 10.000000 13.600000  9.600000 13.60000
i10 11.200000 11.600000 11.600000  8.000000  8.00000 4.000000  8.800000 10.000000 14.800000 12.00000
 k1 17.670683 13.654618  9.236948  7.228916 12.04819 3.212851 10.441767 10.843373  8.032129  7.630522
 k2 12.400000  9.200000 11.600000 10.000000 12.00000 4.000000 11.600000 10.800000 10.400000  8.000000
 k3 12.000000 11.600000 11.600000  9.200000 18.40000 3.600000 12.000000  6.800000  6.400000  8.400000
 k4 10.000000 10.800000 12.000000  9.600000 16.40000 3.200000 10.800000  7.200000  6.800000 13.200000
 k5  8.780488  6.585366 11.463415 10.975610 21.70732 4.634146 10.243902  8.536585  9.268293  7.804878
 k6  3.370787 11.235955 10.112360 15.730337 19.10112 3.370787  5.617978  7.865169 11.235955 12.359551
 k7  7.600000 11.600000  7.200000  9.600000 16.40000 4.400000  9.600000 12.400000 12.400000  8.800000
 k8  9.600000  7.600000  9.200000  9.600000 20.00000 3.600000  9.600000 10.800000  9.600000 10.400000
 k9  5.600000 10.000000  8.800000 13.200000 12.80000 3.200000  9.600000 14.000000 14.000000  8.800000
k10  9.600000 10.400000  8.000000  8.000000 13.60000 1.600000  7.600000 10.400000 13.200000 17.600000


