Title... i: 1-2500, k: 3001-5500, m: 2001-4500, n: 3601-6100  Note: cat bndries det'd independently for each!  
 40 10 SUPNO 7 7 4 j1    j2   j3   j4    j5     j6      j7    j8  j9    j10 
 i1 23.293173  7.228916  8.835341  6.024096 14.85944 1.204819 10.441767  8.835341  8.433735 10.84337 
 i2 11.600000 11.600000 11.200000  8.800000 13.20000 5.200000 11.600000  8.800000  8.800000  9.20000 
 i3 10.000000 13.200000 10.800000 12.800000 14.40000 2.000000 12.800000  5.600000 10.800000  7.60000 
 i4  8.000000  9.200000  9.200000 12.000000 15.60000 4.800000 12.000000 10.400000  9.600000  9.20000 
 i5  7.500000  9.500000  9.750000 11.000000 22.25000 5.250000  7.500000 10.250000  9.000000  8.00000 
 i6  5.050505  8.080808  9.090909 10.101010 20.20202 6.060606  9.090909 16.161616  4.040404 12.12121 
 i7  4.800000  9.600000 12.400000 11.600000 21.60000 2.400000 10.400000  9.200000 10.400000  7.60000 
 i8  8.400000  7.200000  8.400000 12.400000 13.20000 7.200000  8.400000 10.800000 11.600000 12.40000 
 i9  8.400000 12.000000  8.400000  6.800000 15.60000 2.000000 10.000000 13.600000  9.600000 13.60000 
i10 11.200000 11.600000 11.600000  8.000000  8.00000 4.000000  8.800000 10.000000 14.800000 12.00000 
 k1 17.670683 13.654618  9.236948  7.228916 12.04819 3.212851 10.441767 10.843373  8.032129  7.630522 
 k2 12.400000  9.200000 11.600000 10.000000 12.00000 4.000000 11.600000 10.800000 10.400000  8.000000 
 k3 12.000000 11.600000 11.600000  9.200000 18.40000 3.600000 12.000000  6.800000  6.400000  8.400000 
 k4 10.000000 10.800000 12.000000  9.600000 16.40000 3.200000 10.800000  7.200000  6.800000 13.200000 
 k5  8.780488  6.585366 11.463415 10.975610 21.70732 4.634146 10.243902  8.536585  9.268293  7.804878 
 k6  3.370787 11.235955 10.112360 15.730337 19.10112 3.370787  5.617978  7.865169 11.235955 12.359551 
 k7  7.600000 11.600000  7.200000  9.600000 16.40000 4.400000  9.600000 12.400000 12.400000  8.800000 
 k8  9.600000  7.600000  9.200000  9.600000 20.00000 3.600000  9.600000 10.800000  9.600000 10.400000 
 k9  5.600000 10.000000  8.800000 13.200000 12.80000 3.200000  9.600000 14.000000 14.000000  8.800000 
k10  9.600000 10.400000  8.000000  8.000000 13.60000 1.600000  7.600000 10.400000 13.200000 17.600000 
 m1 16.400000 14.400000  7.600000  9.200000 11.20000 4.400000 11.600000  6.400000  9.600000  9.200000
 m2 11.646586 10.843373 12.449799 10.040161 12.44980 4.016064  9.638554 10.441767 10.040161  8.433735
 m3 12.800000 13.600000 11.600000  8.000000 15.20000 3.200000 11.200000  9.200000  7.600000  7.600000
 m4 10.400000 12.800000  8.800000 10.400000 10.00000 6.000000 12.400000  9.600000  7.200000 12.400000
 m5  7.671958  6.878307  9.788360  9.259259 22.48677 6.084656  8.994709  9.788360 11.111111  7.936508
 m6  7.377049  8.196721  9.016393 12.295082 22.95082 2.459016  6.557377  9.836066  9.836066 11.475410
 m7  7.228916  9.236948  7.228916 12.048193 17.26908 7.228916  8.032129 10.441767 12.048193  9.236948
 m8 10.800000  6.800000 10.400000  6.800000 15.20000 4.800000 12.400000 12.000000  8.400000 12.400000
 m9  5.200000  9.600000 12.800000 12.000000 13.60000 4.800000  8.800000 12.400000 11.600000  9.200000
m10 10.400000  8.000000 10.000000 11.600000 11.20000 4.000000  8.800000 10.000000 12.000000 14.000000
 n1 18.800000 14.400000  7.600000  8.000000  8.80000 3.200000 10.400000 11.200000  8.400000  9.200000
 n2 12.400000  9.600000 11.200000  9.600000 13.20000 3.600000 12.000000 10.000000 10.400000  8.000000
 n3  7.968127 11.553785 10.756972  9.960159 19.92032 5.179283 11.553785  9.163347  7.968127  5.976096
 n4  9.638554 10.040161 11.244980 10.441767 16.86747 4.016064  7.630522  8.835341  8.433735 12.851406
 n5  9.653465  7.920792 12.376238  9.158416 21.28713 4.702970 11.633663  6.930693  9.158416  7.178218
 n6  6.382979  5.319149 12.765957 15.957447 18.08511 7.446809  8.510638  6.382979  7.446809 11.702128
 n7  7.600000 11.600000  6.800000  8.000000 17.60000 4.400000 10.800000 12.000000 12.400000  8.800000
 n8  9.163347  7.569721  9.561753 11.553785 17.92829 3.984064  9.960159 11.155378  7.968127 11.155378
 n9  4.819277 10.441767  8.835341 12.851406 15.26104 1.606426  9.638554 12.851406 14.056225  9.638554
n10 11.600000 10.000000  9.200000  8.400000 11.20000 1.200000  6.000000 11.600000 12.400000 18.400000

