Title... i: 1-2500, k: 3001-5500, m: 2001-4500, n: 3601-6100  Note: cat bndries IDENTICAL for each!  
 40 10 SUPNO 7 4 4 j1    j2   j3   j4    j5     j6      j7    j8  j9    j10 
 i1 20.710059 14.201183  5.917160  7.100592 15.976331 0.5917160 10.65089  5.325444 10.059172  9.467456
 i2  8.225108 10.389610 13.419913  9.956710 15.151515 0.4329004 14.71861 12.121212  9.523810  6.060606
 i3  7.117438 12.099644 11.032028 10.676157 17.793594 1.0676157 14.23488  7.473310 13.523132  4.982206
 i4  6.374502  9.561753  9.163347 13.147410 17.529880 1.5936255 15.93625 11.553785  9.163347  5.976096
 i5  4.068522  8.137045 11.563169 10.064240 24.839400 0.4282655 14.98929  8.993576 10.492505  6.423983
 i6  4.166667  4.166667 16.666667  8.333333 20.833333 4.1666667 20.83333  4.166667  8.333333  8.333333
 i7  2.593660  7.780980 11.239193 10.374640 24.783862 0.2881844 14.12104 12.391931  8.933718  7.492795
 i8  6.463878  7.224335  9.505703 11.787072 15.589354 1.5209125 13.30798 11.787072 13.688213  9.125475
 i9  5.734767  7.885305 13.620072  6.810036 16.845878 1.4336918 13.26165 12.903226 12.544803  8.960573
 i10  9.677419  9.139785 13.978495  9.677419  8.602151 1.6129032 10.21505 12.365591 13.978495 10.752688
 k1 21.098266 12.716763  8.959538  7.803468  7.225434 5.202312  7.803468  8.092486 10.693642 10.404624
 k2 15.444015 10.038610 10.424710 11.583012 12.741313 3.861004 10.038610  7.722008  7.335907 10.810811
 k3 15.450644  9.871245 13.304721  6.437768 17.596567 5.150215  8.154506  9.442060  6.008584  8.583691
 k4 14.049587 12.396694  9.917355  9.504132  9.090909 4.545455  9.090909  7.024793  8.677686 15.702479
 k5 10.030395  8.814590 11.246201  8.814590 21.884498 6.686930  7.598784  6.382979  8.206687 10.334347
 k6  8.130081  8.943089  9.756098 13.821138 14.634146 2.439024  4.065041 11.382114  9.756098 17.073171
 k7 11.578947 11.578947  4.736842  7.894737 14.736842 7.368421 10.000000 10.000000 10.000000 12.105263
 k8 14.155251 10.045662  9.132420 13.242009 11.872146 6.392694  5.022831  9.132420  7.762557 13.242009
 k9 10.548523 10.548523  7.172996 11.392405 15.189873 4.219409  8.438819 10.126582 10.970464 11.392405
k10 13.437500  8.125000  7.812500  9.375000  8.750000 2.812500  5.000000 10.625000 14.062500 20.000000
 m1 18.855219 14.478114  7.070707  8.417508  9.427609 5.723906 8.080808  6.734007 11.111111 10.10101
 m2 12.204724 12.204724 11.811024  9.448819 12.992126 2.755906 8.661417 11.023622  7.874016 11.02362
 m3 14.347826 12.173913 11.304348  7.826087 13.478261 5.217391 7.826087 11.304348  8.260870  8.26087
 m4 14.285714 13.061224  7.755102 11.020408  8.979592 5.306122 9.795918  9.387755  8.163265 12.24490
 m5  7.122507  7.407407  9.116809  8.547009 22.792023 6.552707 6.837607 10.826211 10.826211  9.97151
 m6  9.160305  6.106870 10.687023 11.450382 21.374046 3.053435 6.870229  9.923664  8.396947 12.97710
 m7  9.947644  8.376963  6.806283 10.994764 16.230366 8.376963 7.853403  9.947644 10.994764 10.47120
 m8 11.698113  6.792453  9.433962  9.056604 13.584906 5.660377 6.037736 13.584906  9.811321 14.33962
 m9  8.800000 12.000000  8.400000 12.400000 14.000000 5.200000 8.000000 12.800000 10.000000  8.40000
 m10 11.619718  7.746479 10.211268 10.563380  9.507042 3.873239 6.690141 10.563380 13.028169 16.19718
 n1 20.983607 12.131148  9.508197  6.557377  6.885246 4.918033 9.508197  8.196721 10.491803 10.819672
 n2 13.333333 11.481481  8.888889 12.222222 13.333333 5.925926 9.259259  8.148148  7.407407 10.000000
 n3 11.946903 11.504425 11.504425  8.849558 17.699115 6.194690 7.964602 10.176991  7.079646  7.079646
 n4 11.857708 12.252964  9.486166  9.090909 13.438735 6.324111 7.509881  7.509881  8.300395 14.229249
 n5  9.714286  9.428571 11.142857  8.857143 21.428571 8.285714 8.000000  6.000000  7.714286  9.428571
 n6  7.333333  8.666667 11.333333 15.333333 16.666667 6.000000 6.000000  7.333333  7.333333 14.000000
 n7 10.937500 10.937500  5.729167  8.333333 13.020833 8.854167 9.375000 10.937500  9.895833 11.979167
 n8 11.059908  9.216590  6.912442 15.668203 13.824885 7.373272 5.990783  9.216590  7.373272 13.364055
 n9  9.606987 10.480349  6.550218 11.353712 16.157205 3.930131 8.296943 10.480349 10.043668 13.100437
n10 11.764706 10.784314  8.496732  9.150327  8.823529 2.941176 4.575163 10.130719 14.379085 18.954248

