        1  102     189.82      11.17     13.991
        2  110     302.16      13.44     14.109
        3  321     290.95      30.80     15.356
        4 2545     269.69      36.57     11.003
        5 1089     135.03      40.21     17.068
        6  447     208.79      41.79     15.776
        7  197     190.97      45.92     14.742
        8  270     165.00      65.11     15.140
        9  547     155.33      69.92     16.156
       10  529     107.17      72.89     16.060
       11  284     237.49      80.17     15.280
       12   87     110.67      79.86     13.848
       13 2564      71.55      84.35     16.624
       14  137     238.38      86.84     14.358
       15 1061     125.91      90.68     16.871
       16  153      72.11      94.46     14.450
       17 1886     254.83      94.62     17.952
       18 1692     211.46     111.74     17.795
       19 1761     133.38     119.07     18.039
       20   63     276.91     119.38     13.570
       21 1909      87.89     119.87     18.172
       22 1691     127.34     124.61     18.025
       23  454      99.22     131.15     15.826
       24 1811     193.17     133.64     17.976
       25  418     269.05     138.02     15.674
       26  282      27.29     168.77     15.216
       27 1360      84.26     182.76     17.420
       28  942       6.58     182.79     16.750
       29  122     178.50     186.22     14.189
       30  237      53.78     189.56     14.982
       31  105     219.64     199.89     14.050
       32 1426     174.36     216.66     17.651
       33  204     134.76     215.25     14.764
       34   32      93.24     222.44     12.936
       35 2319     165.85     231.49     19.496
       36 1871      19.44     235.09     18.196
       37  460      62.94     246.35     15.817
       38  368       7.55     251.62     15.678
       39   12      67.07     261.41     12.304
       40  531     130.35     266.40     16.007
       41   29     301.13     272.59     12.912
       42  600     159.66     287.60     16.227
       43  726     266.68     288.00     16.482
       44 2618     187.38     287.06     12.209
       45  346      32.52     295.90     15.457
       46  258     279.30     298.74     15.141
       47  358      80.37     336.50     15.507
       48 1344     194.85     336.92     17.316
       49  428     103.62     342.43     15.725
       50  988     243.22     344.74     17.032
       51  211     253.40     346.91     14.824
       52 1397     294.55     350.02     17.400
       53  229     192.34     354.20     14.906
       54 1739     120.84     365.30     18.246
       55 1880     211.81     369.08     18.249
       56  571      78.39     369.47     16.227
       57  504     152.29     379.51     15.941
       58   45     105.18     388.29     13.202
       59  823      30.81     392.10     16.603
       60  935     208.63     405.61     16.811
       61   40       7.70     410.68     13.112
       62  518     131.94     413.31     16.009
       63  178     186.90     415.41     14.602
       64  297     257.48     418.37     15.297
       65 1059      59.06     421.29     16.994
       66 1922      72.04     421.94     18.211
       67  468     298.79     427.51     15.844
       68  914     125.05     428.87     16.655
       69  969     186.38     431.01     16.832
       70  507      46.07     443.89     15.949
       71  344       9.71     444.06     15.433
       72 1754     113.26     445.01     18.103
       73  332      53.45     445.63     15.419
       74 1443     103.39     452.66     17.795
       75  646      73.71     452.80     16.261
       76  635     215.01     457.00     16.230
       77 2003     113.35     476.84     18.475
       78   39      22.11     477.29     13.082
       79  483     210.39     484.80     15.873
       80 1002     142.82     486.89     16.881
       81 1728     197.28     486.97     18.112
       82  856      47.56     489.38     16.635
       83 2303     174.64     492.68     19.253
       84 1823      29.47     497.33     18.209
       85 2327      49.67       8.88     18.902
       86 1797     250.57       5.59     18.419
       87 1278     259.42       6.26     17.708
       88 1470     230.24       6.85     17.418
       89 1203      91.92      10.78     17.383
       90  993     219.34       7.38     16.764
       91 1903     198.35      10.99     18.494
       92  917     212.69      11.24     16.722
       93  415     170.58      11.62     15.713
       94  188     119.30      13.25     15.749
       95 2458     154.46      13.52     19.665
       96 2029      12.51      13.96     18.756
       97  949      97.85      14.84     16.756
       98 2016     222.48      15.45     18.845
       99   91     296.26      15.67     13.890
      100  939      60.73      15.92     16.762
      101  616      88.64      16.07     16.264
      102 1212     147.82      16.62     17.216
      103 1570     212.38      17.23     17.828
      104  360     276.96      17.01     15.487
      105 2325     195.37      21.37     19.361
      106 1655      95.69      20.13     18.113
      107 1532     172.48      20.19     17.906
      108  525     103.13      21.92     15.983
      109   52     228.94      22.39     13.326
      110 2043     241.47      22.79     18.490
      111 1276     160.23      24.17     17.284
      112 2286     246.05      26.64     19.296
      113  219     171.57      26.51     14.872
