   1  102 176.7560  -70.097948 13.991
   4 2545 259.8773  -80.832253 11.003
  12   87 134.0514   25.606574 13.848
  20   63 301.4179   -8.832208 13.570
  34   32 178.5114  162.194177 12.936
  39   12 171.2627  208.572913 12.304
  41   29 388.1180  119.787395 12.912
  44 2618 291.1408  180.974500 12.209
  58   45 259.4239  307.459263 13.202
  61   40 180.5395  368.948326 13.112
  78   39 221.7500  423.227559 13.082
  99   91 275.1252 -111.003054 13.890
 109   52 216.9525  -76.462002 13.326
 124    9 218.2396  -61.184582 12.228
 128 2542 163.3109  -27.803092 12.060
 143   26 143.8597    5.894544 12.841
 160   22 309.4135  -48.001130 12.755
 172   54 141.8377   46.823826 13.360
 209   60 250.3054   38.625244 13.492
 218   74 218.1731   64.223300 13.681
 231   44 104.2808  132.271871 13.167
 241   37 222.2290   89.342686 13.056
 244   31 200.9958  108.026757 12.928
 248   69 299.1842   69.809941 13.656
 254   55 232.9384  105.257817 13.396
 257   73 118.2501  162.489346 13.696
 278   88 284.2070  108.085724 13.870
 284   75 260.3883  124.466723 13.691
 300   49 109.4296  218.748036 13.308
 306   28 177.0965  190.725240 12.887
 330   89 163.9484  221.494741 13.925
 331   30 336.1312  141.281837 12.903
 334   53 303.8466  158.532088 13.345
 352   10 323.7258  173.194556 12.226
 353   78 211.9572  226.394431 13.712
 373 2642 357.9415  175.158374 12.162
 391   23 148.2024  300.027185 12.786
 401   79 186.3846  288.136631 13.762
 408   90 212.6249  281.042308 13.859
 425   27 203.1160  301.585698 12.853
 437 2592 377.6248  229.082078 13.759
 445   85 422.6911  216.739858 13.838
 453    8 324.2535  276.688083 12.151
 484   61 326.1914  305.641812 13.498
 489   17 368.9785  290.754358 12.577
 493 2606 460.9354  250.555392 12.063
 543   16 383.0642  344.220903 12.562
 546   84 402.08735  336.177792 13.803
 561   11 273.59040  410.529092 12.301
 597   70  10.80588   14.512991 13.655
 604   46  46.68302    7.901182 13.223
 616   57  53.16422   11.388877 13.426
 628   99  49.50231   30.960146 13.952
 629 2549 109.05841    4.567901 10.231
 645   62 156.30204   -1.827302 13.666
 650   15 159.60234    2.316136 12.423
 664   33 185.00257    4.683326 12.933
 679   25 182.53463   19.361558 12.815
 710   24 140.32040   56.181835 12.800
 731   95 275.52764   13.612358 13.921
 741   56 191.50025   58.819418 13.377
 761 2521 348.01717    6.390305 12.492
 771 2522 204.48609   78.527898 11.372
 783   13 116.93129  133.798593 12.311
 789 2513 260.79563   74.679930 11.960
 796   72 305.97762   57.285471 13.666
 801  100 323.66692   61.383613 13.958
 824   66 160.19678  164.279644 13.658
 889 2628 364.70132  124.891968 11.885
 901 2626 168.08480  227.786080 11.971
 931   19 400.74651  152.737522 12.723
 934   36 303.06788  203.736505 13.005
 950   42 247.86314  249.019724 13.122
 982  103 384.59380  215.206843 13.992
1004   20 188.87031  325.860563 12.750
1025   48 294.89353  306.101987 13.296
1084   51 411.01821  309.118170 13.324
1129   86 296.16741  409.302735 13.844
1158   97  35.27634    6.699240 13.954
1168 2556  69.68294   -1.599108 11.718
1308 2534 241.01082  106.833935 11.727
1312 2527 293.47696   92.685155 11.835
1323   59 321.26539  100.812749 13.494
1361   96 388.06953  128.438409 13.934
1437   14 390.46813  246.473708 12.354
1444    6 283.65150  303.786094 11.944
1459    4 254.43857  342.719798 11.797
1467    7 372.76151  305.232052 12.126
1468   43 243.42345  365.830264 13.148
1517 2494 426.54768  360.664637 13.490
1540   18 275.87338  -60.773099 12.618
1542   81 111.14834   26.157426 13.876
1600   50 178.09998  116.993033 13.358
1601   92 167.39168  123.961446 13.892
 1604 2535 105.70671  162.44638 10.484
 1628   58 156.98574  172.91583 13.514
 1647   82 136.91093  211.26261 13.855
 1651   68 364.04095  118.93271 13.787
 1680   71 207.26702  243.97361 13.676
 1685 2646 250.26669  235.55213 11.568
 1751    5 390.99429  293.69567 11.783
 1758   65 426.53991  294.79659 13.651
 1794 2502 316.21215  405.29607 11.822
 1903   38 286.57068  119.16481 13.071
 2066   21 325.90733  131.99226 12.849
 2097 2639 244.20587  285.61395 11.202
 2172   41 115.82844  114.39689 13.204
 2229   47 273.68269  345.41986 13.317
 2250   76 101.59698  -40.82139 13.733
 2282   93 179.76596  152.46214 13.969
 2333  101  94.82471   84.40328 13.983
 2342   67 108.11375  171.93845 13.797
 2397   35 149.13175  274.69058 13.108
 2425   83 159.25126  316.12607 13.812
 2501   77 198.18413  -30.91250 13.933
 2518   64 393.30468  161.81287 13.689
 2536    1 450.42373  328.10345 13.154
 2538    3 451.53455  326.58139 11.950
 2545    2 449.91988  326.07647 12.242

