        1  164     188.64      11.44     14.774
        2  314     137.20      14.85     15.712
        3  891      59.66      16.23     17.348
        4  181      37.76      27.12     14.978
        5    6      62.65      28.25     12.177
        6  980      77.24      28.26     17.566
        7  962      99.41      41.52     17.475
        8  241     189.77      46.18     15.398
        9  723      75.14      46.26     17.090
       10   57      95.64      50.49     13.739
       11  204     163.84      65.41     15.128
       12   15     126.72      66.42     12.688
       13  934     171.07      66.72     17.447
       14 1667     256.44      67.34     19.245
       15  108     146.51      76.05     14.398
       16  452      20.60      77.51     16.213
       17  229     236.27      80.43     15.354
       18   21     164.49      82.70     12.900
       19 1291     210.38      86.92     18.281
       20  488     280.70      89.31     16.377
       21  840     199.89     101.53     17.267
       22  348     183.20     102.67     15.845
       23  105     244.60     107.57     14.332
       24   11     102.25     110.51     12.466
       25   71      49.07     116.85     13.929
       26 1894     226.14     117.54     18.337
       27 1551     243.30     119.65     19.096
       28   44     275.71     119.68     13.507
       29 1240      72.77     121.58     18.066
       30 1429     113.52     123.91     18.503
       31  269     236.29     131.12     15.595
       32   72     147.51     134.51     13.931
       33 1158     224.02     137.06     17.880
       34  145     113.61     137.71     14.656
       35  101     209.34     141.05     14.303
       36  116     169.41     150.68     14.440
       37  231      66.70     153.75     15.288
       38  139     100.56     153.81     14.629
       39  299      26.12     169.04     15.649
       40  117     225.71     170.34     14.439
       41   22     162.46     175.18     12.920
       42   60     203.58     178.18     13.771
       43   58     251.89     181.55     13.746
       44   74     135.30     183.10     14.002
       45   51      98.12     183.39     13.680
       46  102      64.65     187.50     14.308
       47   40     240.44     190.00     13.417
       48  280      46.21     193.06     15.622
       49 1067     231.62     198.19     17.675
       50  217     116.37     198.93     15.251
       51   77     218.41     200.17     14.040
       52  745     259.15     200.76     17.276
       53  329     194.41     217.73     15.791
       54   87      92.03     222.67     14.164
       55  451      84.26     233.84     16.252
       56 1147     179.88     234.59     17.960
       57 1572      18.02     235.32     19.073
       58  309      99.61     242.13     15.683
       59 1268     166.84     245.53     17.991
       60 1060     178.65     254.70     17.642
       61  121     257.59     255.72     14.476
       62  271      30.99     258.04     15.570
       63  218      94.98     260.88     15.214
       64  256     293.41     268.99     15.579
       65   19     243.72     270.40     12.863
       66  328      12.13     271.51     15.788
       67   49     207.15     272.37     13.646
       68  187      42.58     273.24     14.993
       69  151     296.22     280.72     14.746
       70  251      79.22     283.35     15.401
       71   38     186.15     287.29     13.414
       72   34     218.99     294.03     13.308
       73  512      68.11     301.24     16.427
       74 1105      57.01     304.52     17.826
       75    4     249.15     310.30     12.098
       76 1007      54.10     311.75     17.818
       77  133      57.68     318.35     14.592
       78    2     126.05     319.52     11.937
       79  205     179.88     324.85     15.143
       80   24     118.19     330.72     13.016
       81   83     156.36     331.51     14.107
       82   14       6.32     334.84     12.655
       83  268     241.32     338.52     15.545
       84   78      45.94     340.17     14.046
       85  808      30.27     341.31     17.199
       86  694     148.76     341.97     17.031
       87  232     204.72     342.53     15.301
       88  477     102.45     342.69     16.346
       89  510     155.37     343.57     16.465
       90 1425     291.71     344.45     18.533
       91   52      72.73     344.87     13.687
       92  179      40.96     346.74     14.951
       93  801      47.57     353.96     17.352
       94  247     301.31     356.42     15.384
       95  103     256.39     357.87     14.314
       96  446      36.04     358.36     16.215
       97   37      55.41     359.44     13.416
       98  563     136.34     361.64     16.627
       99   12      98.89     362.66     12.524
      100 1403     197.01     363.55     18.850
      101   46     244.20     367.52     13.633
      102  815     284.94     367.77     17.251
      103  346      91.54     369.53     15.885
      104  506      77.16     369.68     16.620
      105    3     175.73     388.10     12.006
      106   91     136.68     402.32     14.193
      107  104      34.39     402.47     14.316
      108 1530      26.31     403.38     19.416
      109  109     216.15     405.27     14.380
      110   43     165.24     415.14     13.500
      111  310     185.67     415.65     15.670
      112  989     134.68     416.71     17.758
      113    9     210.30     419.74     12.349
      114  362     284.90     421.28     15.917
      115 2000     310.63     422.19     11.855
      116 1641     133.64     428.52     19.108
      117  474     278.00     436.14     16.348
      118   88     243.16     440.39     14.171
      119  412     224.85     447.18     16.116
      120  541      72.50     453.09     16.518
      121  154     186.81     453.53     14.712
      122  579     237.10     467.97     16.793
      123 1098      47.33     474.74     17.883
      124 1725     112.51     476.85     19.466
      125   18      20.88     477.59     12.838
      126  377     247.64     478.42     16.034
      127  113     183.33     481.18     14.432
      128    7     114.06     501.24     12.251
      129  922     197.42       4.56     17.505
      130  757      57.62       5.63     17.102
      131  783     218.13       7.72     17.067
      132 1021     289.70       8.43     17.572
      133 1058     253.91       9.87     17.620
      134  882     278.79      10.96     17.351
      135 1052     211.47      11.39     17.611
      136  576     143.30      11.80     16.691
      137  250     300.98      13.67     15.527
      138  737      65.94      13.86     17.137
      139  851      96.81      15.10     17.274
      140   64     295.06      15.97     13.796
      141  919     130.97      17.15     17.809
      142  375     275.74      17.31     15.946
      143 1495     110.96      17.39     18.894
      144 1940       2.48      17.95     14.193
      145 1546     247.73      17.97     19.060
      146  257      46.32      18.30     15.447
      147 1756     193.76      21.79     19.876
      148  637     101.94      22.23     16.751
      149   81     227.76      22.66     14.090
      150 1700     240.50      23.68     19.691
      151  552     151.07      25.30     16.583
      152  171     170.40      26.79     14.871
      153  605      15.11      30.53     16.756
      154  707      11.30      33.63     17.113
      155  297     289.74      31.08     15.638
      156  553     165.59      31.26     17.089
      157  898     240.73      31.49     17.335
      158 1207     202.21      31.51     18.629
      159 1340     250.14      33.08     18.239
      160 1295      81.46      34.17     18.309
      161  238       5.59      36.79     15.325
      162 1926     222.46      37.08     11.849
      163  624      68.12      38.77     16.820
      164  964     133.82      40.29     17.559
      165  771     140.61      39.59     17.102
      166  695     197.11      45.08     16.998
      167  671      36.11      40.58     16.859
      168  401     207.61      42.06     16.070
      169  141     280.96      43.38     14.628
      170 1681      56.91      44.99     19.222
      171  687      70.16      45.21     16.974
      172  534      88.65      46.26     16.652
      173  368     300.74      48.12     15.895
      174  137     109.96      48.16     14.667
      175  240     107.35      51.60     15.923
      176  184     168.98      48.21     14.953
      177  577      23.83      48.51     16.824
      178   89      30.60      49.24     14.168
      179 1036      79.56      49.88     18.258
      180  277      39.75      50.81     15.603
      181  839      59.28      52.55     17.220
      182 1202      55.06      54.74     18.722
      183  291     141.33      53.58     15.626
      184  183      47.89      53.63     14.944
      185  598     171.91      55.76     16.994
      186 1012      18.07      61.37     17.771
      187  444      76.26      64.34     16.303
      188 1201     213.17      61.59     18.427
      189  278     207.51      61.74     15.625
      190   36     274.50      61.78     13.395
      191  460      98.08      63.18     16.288
      192   42     141.25      64.69     13.550
      193  565     207.66      66.81     17.244
      194 1184     102.97      68.32     18.262
      195   76     142.50      69.81     14.190
      196  295     232.39      70.23     15.660
      197  353      46.95      72.90     15.895
      198  535      58.15      72.95     16.643
      199  487     106.00      73.15     16.421
      200  853     224.28      74.11     17.292
      201  558      42.68      76.16     16.739
      202  157     171.13      77.10     14.771
      203  156     109.46      80.11     14.723
      204 1465       7.41      81.65     19.551
      205  719     308.58      81.43     17.133
      206  404     216.88      84.32     16.080
      207  736      38.51      84.51     16.946
      208  733      70.35      84.52     17.020
      209 1426      87.31      88.19     18.231
      210  430      26.44      86.13     16.152
      211  987     221.81      86.16     17.936
      212   45     299.50      87.54     13.513
      213  803     106.17      87.92     17.297
      214 1144     175.89      94.22     18.444
      215  961     124.72      90.95     17.395
      216  792      47.34      91.44     17.153
      217  646      26.54      95.19     16.768
      218   17     156.05      95.00     12.777
      219 1008      45.46     102.32     17.577
      220  602      34.38     101.00     16.744
      221 1081     119.08     102.27     17.731
      222   48     107.57     102.65     13.644
      223  608     133.09     102.97     16.668
      224  390      90.54     102.98     16.052
      225 1289     293.66     104.20     18.126
      226  142     225.39     105.11     14.635
      227  134      21.56     106.61     14.590
      228  542     203.92     107.37     16.532
      229 1005      45.74     108.49     17.927
      230 1217     159.30     109.25     18.237
      231 1263     123.54     109.83     18.002
      232  575     221.06     111.58     16.731
      233 1430     210.29     112.25     18.442
      234  690     289.60     118.05     16.835
      235 1186     159.37     121.81     18.060
      236  761      12.32     125.07     17.356
      237 1134      18.39     127.92     17.809
      238  195     242.75     129.05     15.060
      239  770     127.97     130.11     17.127
      240 1591     202.53     132.37     19.172
      241  813      57.32     133.74     17.233
      242 1322      59.97     137.80     18.892
      243  883     256.54     132.49     17.326
      244 1622     280.63     133.05     18.952
      245 1617     192.22     134.00     18.950
      246  128      87.20     134.76     14.537
      247  708      79.20     141.39     17.035
      248  335     267.85     138.25     15.793
      249  938     131.56     144.27     17.439
      250  273      41.50     141.32     15.544
      251  545     196.33     141.66     16.528
      252  294     275.63     150.35     15.697
      253  746       5.91     144.64     17.005
      254  636      67.27     145.99     16.772
      255 1274      78.44     146.50     18.368
      256 1265      44.56     149.03     18.277
      257 1220      83.02     150.06     18.090
      258    8     311.50     153.17     12.288
      259 1566     217.47     153.64     18.781
      260 1176     208.15     154.17     17.885
      261  222     178.04     155.66     15.250
      262  396     271.93     158.45     16.143
      263  415     276.62     159.65     16.236
      264  160     245.21     159.17     14.746
      265 1460     208.53     159.37     18.749
      266 1048      17.96     160.01     17.648
      267  869     191.87     166.87     17.291
      268  419     254.67     162.39     16.142
      269  858     135.85     163.62     17.238
      270   35      37.41     164.22     13.331
      271 1480      74.53     164.46     19.119
      272 1091     210.36     166.68     17.674
      273  536     232.72     168.98     16.726
      274 1513     196.39     169.57     19.220
      275  527     267.97     170.62     16.484
      276 1433     129.23     170.77     19.644
      277 1531     130.13     174.81     19.174
      278    5      48.25     170.97     12.120
      279  530      97.26     171.06     16.505
      280  614      91.60     173.95     16.756
      281 1358     274.17     174.14     18.415
      282 1360     282.28     174.19     18.228
      283  307      38.72     178.77     15.687
      284  418      12.06     179.31     16.136
      285 1129     307.33     182.38     17.959
      286  485      88.98     182.67     16.503
      287  773     298.63     182.75     17.180
      288  832       5.36     183.02     17.174
      289 1564     273.35     183.36     18.881
      290 1016     226.98     185.27     17.440
      291  206     177.31     186.48     15.152
      292  175      52.63     189.84     14.924
      293 1319     152.18     190.49     18.489
      294  489     199.01     191.66     16.428
      295 1029     212.72     192.98     18.171
      296 1262     306.94     194.41     18.621
      297  863       5.44     195.02     17.247
      298   75      37.30     197.50     14.012
      299  345     151.93     198.48     16.154
      300  317     151.62     202.47     15.998
      301 1065     207.97     203.70     18.653
      302 1017      46.41     203.85     18.084
      303 1922       2.18     204.08     17.534
      304  361     282.57     207.22     15.890
      305  100      52.79     207.97     14.309
      306   92     225.59     208.30     14.191
      307 1435     239.40     209.87     18.300
      308 1486     309.76     211.11     18.576
      309  274      80.02     214.19     15.701
      310  227     133.54     215.53     15.270
      311  997     156.54     215.66     17.598
      312  197     286.70     216.10     15.384
      313  836     245.09     217.05     17.239
      314 1686      56.85     217.06     19.334
      315  551     302.81     217.12     16.594
      316   56     210.69     218.33     13.726
      317 1458       8.75     219.64     18.403
      318  402     231.00     225.23     16.120
      319   50     182.18     223.10     13.663
      320  190      27.55     224.19     15.006
      321 1590     283.55     224.85     19.156
      322 1364     151.20     225.69     18.277
      323   66     247.35     227.41     13.807
      324 1024     271.54     229.68     17.575
      325 1404      23.13     234.85     18.368
      326 1787     257.39     235.07     20.688
      327  458      88.12     238.82     16.295
      328  982     123.03     242.62     17.629
      329   26       5.53     244.77     13.086
      330  526      19.93     244.79     16.459
      331  216      29.35     245.08     15.261
      332  754     225.56     245.17     17.017
      333  123     252.24     246.54     14.509
      334  585      61.72     246.58     16.646
      335  929     110.74     246.93     17.460
      336  110      78.70     247.92     14.375
      337  662     116.48     250.52     16.810
      338 1585     157.85     257.75     19.910
      339  376       6.34     251.85     16.456
      340  990      39.43     261.19     17.924
      341   70      65.87     261.63     13.919
      342  532     214.73     262.42     16.728
      343  670      16.11     264.88     16.879
      344 1212     189.07     265.45     18.334
      345  272      47.20     268.26     15.784
      346 1149      23.65     268.80     18.076
      347 1637     220.90     271.86     19.196
      348 1472     176.42     272.79     18.941
      349   30     299.90     272.86     13.190
      350 1222      67.10     274.53     18.279
      351 1258      79.23     274.85     18.186
      352  630      94.36     274.86     16.835
      353  416      29.41     276.65     16.248
      354  351     102.51     279.41     16.082
      355  387     100.54     282.61     16.396
      356 1375      10.29     279.99     18.415
      357 1330      86.29     281.01     18.313
      358 1710     132.15     281.63     19.334
      359  742     301.68     283.43     17.641
      360  703     203.53     284.85     17.468
      361  700     206.50     284.89     17.279
      362  439      65.58     285.00     16.197
      363  640     270.14     286.93     16.892
      364  625     265.51     288.28     16.838
      365  556     158.43     287.85     16.643
      366  720     151.01     288.91     17.113
      367  373      96.60     289.88     16.558
      368 1020     236.11     294.05     17.528
      369  604     279.55     294.09     16.920
      370 1542     127.97     298.44     19.153
      371 1248     161.67     294.99     18.461
      372  400     201.16     295.36     16.133
      373  999     285.06     299.36     17.961
      374 1205      75.70     299.91     18.159
      375  363      31.31     296.18     15.896
      376  340     207.56     297.10     15.902
      377 1335      80.57     297.18     18.265
      378 1705      54.63     298.31     20.355
      379  381     278.07     299.02     16.048
      380  459     184.29     299.23     16.373
      381  523      38.87     299.48     16.511
      382 1701     104.20     301.61     19.295
      383 1521     162.15     303.01     18.884
      384  822       5.14     304.19     17.314
      385 1544     205.06     306.54     18.774
      386   13     297.42     308.08     12.574
      387  901      63.01     308.21     17.627
      388  739      65.92     311.87     17.088
      389 1659     178.11     308.97     20.378
      390   59     187.36     312.99     13.764
      391 1139     178.85     314.73     18.408
      392  547     173.50     315.37     16.548
      393 1525     107.47     319.22     19.123
      394  168     159.92     317.51     14.816
      395  486     210.54     321.07     16.540
      396  370     152.28     321.35     16.057
      397  481     186.92     322.78     16.597
