      4.58400     -1.85100     0.709000     0.882000     -1.02100     -2.99300
     -4.89600     -3.37400     -1.74700     -3.96200     -3.72000     -1.67800
     -8.01000     -5.51900     -6.86800     -3.99600     -4.41100     -5.06900
     -3.02700     -1.40100     -1.36700     -1.78200     -2.50900    -0.882000
      2.50900     -5.38000     -3.02700     -4.51500     -5.89900     -5.62200
     -7.14500     -5.86500     -3.09700     -4.44600     -4.51500     -4.30800
     -3.16600     -3.16600     -4.79200     -6.14100     -7.56000     -2.30100
     -7.21400     -3.23500     -3.61600     -4.96500     -5.69200     -6.97200
     -8.66700     -3.51200     -2.88900     -5.41500     -6.66100     -5.20700
     -6.45300     -3.40800      1.81600      2.02400     -1.09000     -4.16900
     -3.72000     -1.47000     -2.02400     -1.29800     0.640000     -1.22800
     -2.64700     -3.51200     -3.23500    -0.329000      2.68100     0.467000
    -0.917000     -1.81600     -5.41500     -1.81600     -1.81600     -1.43600
     -1.22800     -2.43900     -5.79500     -4.27300    -0.536000    -0.951000
     -2.12800   -0.0860000     0.121000     -2.61200     -2.54300     -3.72000
     -5.86500     -2.19700     -3.96200     -7.28300     -2.78500     -1.05500
     -3.33900     -4.16900     -3.20100    -0.536000    0.0860000     -1.54000
     -2.33600      1.29800      1.12500      1.50500     -1.02100      1.19400
     -1.60900     -1.43600    -0.709000    -0.640000      1.19400     -2.12800
     -3.44300     -3.54600     -5.24200     -2.16200     -3.06200    -0.571000
     -1.54000     -3.30400     -2.99300     -2.26600     -1.92000     -4.89600
     -10.2590     -6.31400     -2.61200     -5.24200     -2.99300    -0.502000
     0.709000     -3.58100     -4.93100     -4.10000     0.951000    -0.571000
     -2.47400    -0.917000      2.50900     -1.09000     -3.92700     0.536000
      1.81600     0.398000     -1.99000     -5.13800     -3.27000     -1.36700
     -2.40500     -5.24200     -3.37400     -1.50500     -5.41500     -6.31400
     -4.34200     0.813000    -0.433000     -4.23900     0.675000     0.225000
     0.813000    -0.121000    -0.190000      1.12500      5.38000      1.50500
      1.33200      2.09300      2.68100      3.37400      2.61200      3.06200
      3.47700      1.50500      1.78200      1.02100     0.986000      1.12500
     -2.54300     0.571000      1.81600      2.88900     0.502000     -1.78200
      3.37400      3.40800      3.72000    -0.363000      3.40800      4.93100
      7.04100      6.17600      8.70200      3.65000      3.13100      4.03100
      4.03100      5.41500      3.51200      3.33900      4.06500      5.31100
      4.27300    -0.363000      1.57400      2.92400     0.363000     -1.29800
     -3.54600      1.67800      1.57400    0.0860000     -2.37000    -0.156000
      2.99300     -1.22800     -3.20100     -3.13100     0.190000   -0.0520000
    -0.709000      2.05900     0.433000      1.43600     -3.99600    -0.744000
      2.99300      1.26300     0.848000      1.92000     0.848000      1.74700
     -4.37700     -2.95800     -1.88600     0.467000    -0.882000     0.225000
      6.45300      2.30100     -1.60900     0.813000      2.37000      3.40800
    -0.709000     -1.74700    0.0520000      1.36700     -1.19400     -4.23900
    -0.917000     0.951000      1.02100     -4.55000      1.15900     -3.68500
     -1.15900     -4.34200     -2.43900     -1.60900     -3.16600     -2.47400
     -3.13100      1.36700     -3.27000     -2.50900     -3.58100     -2.12800
     -2.88900     -3.06200     -7.49100     -4.51500     -4.16900     -4.96500
     -6.10700     -3.75400     -3.89200     -4.37700     -10.4670     -4.20400
     -2.54300     -4.65400     -3.16600     -3.02700    -0.779000     -1.50500
     -6.86800     -4.10000     -1.36700     -3.02700     -6.48800     -6.69500
     -3.72000     -4.79200     -3.23500     -3.68500     -4.16900    -0.571000
     -3.02700     -2.33600     -2.64700    -0.951000     -1.74700     -6.97200
     -7.59500     -5.48400     -2.37000     -5.51900     -5.51900     -2.78500
     -1.85100     -4.75800    -0.744000     0.433000     -1.57400     -3.23500
     -1.54000     0.121000     -1.43600     -4.86100     -2.92400     -1.33200
     -1.36700    -0.156000     -3.06200     -2.88900      2.16200     -1.19400
     0.605000     -1.67800    -0.675000     -2.19700     -1.36700     -1.33200
      4.96500      4.10000      4.96500      4.79200      6.69500      4.37700
     -3.40800     -1.67800      2.85500     0.675000     -3.37400     -3.33900
     0.571000     0.640000   -0.0860000    -0.190000    -0.467000      4.13500
      3.27000      1.85100      3.23500      2.85500      3.33900    -0.709000
